word,frequency
karamu,1
supplies,2
walin,1
maile,1
notificatio,1
forensics,1
unclaimed,11
tuesdayfebruary,1
sundayfebruary,1
iris,1
ludy,1
downtownsomewhere,1
sidewalkand,1
maliky,1
streetwhere,2
homeand,1
sothey,1
providing,5
bottone,5
dg,4
refernce,2
metwith,1
staf,1
callme,1
bladepossibly,1
flooring,1
polled,1
shirts,4
prying,1
snoop,1
blkbrp,1
hlashley,8
noway,1
bendover,1
stonewall,1
catching,5
glock,1
shorter,1
luck,1
clifton,9
abut,2
maleetrohealth,1
ogletree,5
september,23
nobilo,1
moctezuma,2
conjuction,2
progression,1
overall,6
accordance,1
detailed,13
nobilio,1
recvadv,2
visited,17
szakacs,1
rybka,2
recv,14
homeland,1
kuantz,1
milligan,1
coronersouth,1
caccia,1
updated,4
media,2
residnets,1
cams,2
dvd,1
dets,1
canvass,1
merritt,1
wiles,1
radigan,7
stein,3
resdence,1
tyson,2
wts,4
electronic,4
devices,2
wiliams,1
forwared,2
intery,1
cbs,2
individually,4
bagies,1
scale,1
mj,1
camaro,3
yahnert,2
milam,1
baliak,1
ccso,5
caskey,2
robin,4
hammond,3
searc,1
rotkowski,1
motors,3
beligerant,2
dodge,6
caravan,2
afford,1
cunt,2
mone,8
unnknown,1
stacy,2
holliday,2
abovetowed,1
posssitively,1
initially,12
wasarisen,1
motrs,1
knowcked,1
werent,9
stumbled,2
processedtowed,1
guiliano,1
thes,2
whiteass,1
cracker,1
undrpants,1
dolly,1
wheels,2
tires,3
intact,7
propertytrunk,1
aerostar,1
rutkowski,2
stacey,2
veh,20
techs,1
tms,1
blankets,8
fabric,2
maloney,6
brokers,1
deaton,1
rendering,25
reivew,2
bsi,17
charging,19
receipt,37
officerd,1
mcquerry,1
propberty,1
vehiclekidnappingrape,1
graf,1
dearborn,2
stepmom,2
judy,5
assualting,1
seymour,2
similar,6
dissapearing,1
stover,6
fvgh,2
seymor,1
thrucare,1
berko,1
horval,2
motorvehiclekidnappingrapeexceptional,1
tyler,6
snyder,1
jewish,1
federation,1
darrel,1
klin,1
khe,1
erected,2
harriet,1
blair,22
post,13
investigationthere,4
argue,5
tugged,1
attepting,1
tugging,2
tot,6
elbow,4
discarding,3
burner,3
kirbyp,7
issues,1
meds,7
demarco,1
samona,1
jefferson,18
therein,8
issueduncooperative,13
gertrude,1
mcculloum,1
natika,1
diane,11
salem,4
metconferred,1
akaria,1
followingup,1
scotts,1
hancock,10
seminal,6
dhsouth,1
nsuspectdetective,1
unitcar,3
cris,1
systems,1
unopened,5
february,18
rusults,1
laiason,1
spun,3
toldvictim,1
bruies,1
luth,1
ken,3
bardsley,2
addiction,2
fronckowiak,1
levnssour,1
hamm,5
maleentioned,2
whie,1
wilbert,1
julius,2
cox,13
square,14
freezing,1
weather,9
yarborough,1
daze,1
screamingmy,1
shouting,3
butch,1
retrieval,1
shelet,1
connelly,3
dana,8
goodman,3
streetides,1
sipped,1
shocking,1
sword,3
motions,1
kll,1
vomiting,2
snoring,1
shortssocks,1
arived,1
describ,1
underware,5
sheath,1
benz,1
jaquetta,1
yarbrough,1
kidnappingrapearrestclean,2
kidnappingrapearrestproperty,1
bragg,3
anully,2
dildo,8
vaseline,3
damtow,1
joneski,13
kutina,2
xc,1
rb,1
uh,9
bodiford,2
protective,4
revelas,1
precautionary,1
measure,2
tecco,2
yjdco,2
adrian,4
zorro,1
masks,1
lorenz,2
westhaven,3
grounds,3
fabricating,2
baggies,1
filled,5
robberyaggravated,1
burglarykidnappingpartial,1
recoveryarrest,3
daley,1
toure,1
arreived,1
cum,8
bictim,1
refering,1
frisked,1
transactions,1
lcosed,1
intervene,2
peniss,1
nerby,1
swung,2
wb,12
persude,1
searced,1
dectiective,1
spencer,5
robberyrapearrest,1
gaertner,7
scina,1
robberydrug,1
trespass,6
patrica,2
invesitation,1
guenther,1
declining,2
cleanupcteanup,1
drawn,5
renne,1
honorable,4
curran,4
mannen,1
kuykendall,1
dudley,1
dooriving,1
weighed,1
easily,2
millerlite,1
drivethru,1
dome,1
suffers,6
depression,5
prozac,1
ingesting,1
wk,1
lokens,1
ancher,1
alan,27
ceived,1
unmarked,3
sedan,2
goforth,4
chiod,1
torrse,1
dipped,3
tampon,2
trans,5
suzzor,1
wvict,2
comnick,3
diconnected,1
reponse,2
rapeburglarydomestic,4
violencekidnappingarrest,4
shellie,2
marsharae,2
roadkenmore,2
dvagg,1
burgarrest,2
issed,1
jacqueline,10
travis,4
upcleau,1
greenwald,1
zetser,1
thornton,3
fourteen,1
londesha,1
whitlow,3
pafied,1
grimes,1
sisiter,1
ams,6
glassy,1
eyed,2
andher,1
amending,1
parkinson,2
painesville,2
township,2
efford,3
chmura,1
angel,26
sowell,1
aiiention,1
prove,5
nylons,5
locaton,2
rakovek,4
hartman,5
doorbells,1
ascending,1
descritpion,1
startled,3
knocks,3
supervisory,2
sergent,1
authorized,5
apply,1
flew,1
cautiously,1
handirons,1
inspecting,1
jamb,2
secure,18
saborski,1
assignmentto,1
sustaek,1
stacho,5
seuxually,1
nuvelea,1
cough,1
cought,1
hos,2
juveniel,1
evaluatedrape,1
katzen,1
authorities,3
batteryjuvenile,1
complaintarrest,4
frowarded,1
barbcue,1
vehicleicle,1
switched,8
nursemiss,1
rathbatur,1
centerneg,1
stamering,1
marymoutn,1
sh,1
recontacted,1
ronnie,1
dover,1
streetateson,1
aftemergency,3
signing,11
reportingct,1
ranger,3
kendzlerski,1
creek,3
kendzerski,1
curious,1
coaxing,1
tates,1
latina,6
reddick,4
yetsko,1
pawn,3
deserted,1
metropark,1
susopect,1
spellacy,3
molesting,7
jorz,1
bessi,1
depiero,3
prusa,7
vetsko,1
wickliffe,2
liberal,1
titlekidnappingrapenamed,1
penetrationgross,4
impositionsuspect,2
wantedfrank,1
crimeschils,1
mentionsuspect,1
titlekidnappingrapefelonious,1
wamted,1
impositionlicense,1
mentionedsuspect,1
mentionedlicense,2
lincoln,18
continental,2
founded,2
unoccupy,1
towif,1
occupy,1
crimeschildren,1
gettysburg,1
gamalees,1
introductory,1
lifting,3
resulted,3
york,10
deviant,1
outer,4
arlan,1
heun,1
ciblo,1
tx,1
danville,3
mulberry,1
wellner,1
julie,5
carlita,1
kendricks,1
aquantance,1
flirted,1
excessively,1
generally,1
mannered,1
nighthe,1
brauder,1
marie,33
barber,33
raoe,1
followupconfer,1
rapeunknown,1
jerrod,1
browder,1
cyanocylate,1
fuming,1
budweiser,2
feast,1
sunoco,2
pignolat,1
teske,1
retreaving,1
doten,2
yaumei,1
choy,1
oriental,1
retribution,1
disgraced,1
chinese,5
china,2
hong,1
kong,1
spanos,1
dinae,1
remment,2
communicable,2
archer,4
prop,5
woere,1
sp,1
anon,1
golston,3
burgaggravated,1
robbkidnappingrapecancel,1
nsclean,1
november,20
incarceration,2
mills,45
mccoy,6
swatches,1
clevleand,1
steckle,6
platooncar,6
taurus,2
transmission,1
brinsmade,4
vertical,2
tatoo,5
izik,1
wunknown,1
latin,1
kings,5
cunnings,4
rapekidanppingclean,1
recived,3
stamped,1
furter,1
operating,3
loction,1
prerelease,1
separting,1
faded,3
whiteblk,1
cincinatti,1
cottomale,1
amonia,2
lindale,2
illegible,2
houugh,1
licenseamc,1
childen,1
save,4
market,3
playstation,2
workds,1
adam,38
kiaser,1
doctors,4
voc,2
investigationon,3
followupinvestigation,2
familey,1
caseshould,1
involement,1
willbe,1
willians,1
mccool,3
laurie,4
butthe,1
unsloved,1
lamaur,1
thedetroitsuperior,1
anddirty,1
bodyforce,1
downand,1
sexaul,4
faxno,1
arrestno,1
germany,3
maryann,4
neitzel,1
abductionraperobbery,1
gund,2
arena,2
carnegieast,1
bridgeast,1
tric,1
investigationcw,1
whicwhich,1
addressl,1
heardback,1
forwards,2
privatera,1
privateras,1
article,1
menstral,1
cycle,9
absorbed,1
fink,2
kelsey,3
clarendon,1
confidential,2
singh,3
lenard,1
aforementioned,1
prefer,1
constituional,1
mawugbe,1
woname,1
nsuspectarrestcleanup,1
nsuspectarrestcleanuprapecancel,1
nsusparrestcleanup,1
tussle,1
samyeare,1
render,2
theyve,2
kitd,1
uher,2
relinquished,1
patillar,1
wvic,1
perezrefer,1
thu,2
theftalleged,2
mcculley,1
scenecaptain,1
popek,2
wtih,2
ivory,1
andrews,3
theoffense,2
caseand,1
opined,13
comnik,1
scoullia,1
upassigned,1
prosector,2
assigneddet,1
pertain,1
lhayes,1
hrsand,3
hrsshe,1
henrieyia,1
lawson,4
exboyfriendthe,1
henriettas,1
wetand,1
storeand,1
apri,2
cuiiing,1
donegan,1
recover,2
pantiesthrown,1
supposely,1
drawerhowever,1
treatmentrape,2
distfor,1
detcolemansex,1
detcoleman,1
raperobberyarrestexceptional,2
aiiempts,1
investig,2
cleanupexceptionalclean,1
theater,1
plays,2
bridgette,12
bridgefie,1
missionary,1
postion,1
shooters,2
pounding,5
bears,1
marlene,1
weighted,1
lloyd,3
sharp,19
jerome,6
atlas,1
supspect,1
ripping,3
ozak,1
fetoon,1
stremple,1
thrusts,1
bragging,2
deeds,1
applicants,1
relates,1
fondled,16
terstage,1
attroney,1
woodworth,2
opener,2
toni,1
neighorhood,1
radack,1
resul,2
pickles,1
santaigo,2
bethel,1
furthermore,5
sanborne,1
dt,1
kidnappingarrestjuvenile,1
bonilla,1
dominic,5
przela,3
jochy,7
mariels,2
hm,2
blackhair,1
flopsl,1
low,1
jocky,1
jordanoff,1
roughest,1
gladys,2
galletti,2
pzela,1
mgf,1
cd,8
rapekidnappingarrestjuvenile,1
rapekidnappingarrestcleanupjuvenile,1
violenceendangering,3
childrenarrest,4
steele,5
dartrell,2
woken,2
disturb,2
grace,2
flush,1
rocked,1
playpen,1
join,3
sudy,3
faxeddd,7
entitled,6
officially,2
indictment,6
extensive,6
conversaton,1
kassnar,1
mbk,1
ealey,2
hetold,1
automatic,4
clearance,10
ciera,1
mays,1
clearanceexceptional,2
bellevue,2
cierra,1
summers,1
castle,2
jayrock,2
ablack,1
onher,2
cohen,1
roomale,5
envelopes,1
cotkidnappingrapeexceptional,1
ekam,1
akornp,1
humping,5
upo,2
scheudled,1
skutnick,2
oliver,7
verbally,7
firstthen,1
marcus,16
kilgore,1
escapefort,1
logan,1
denver,1
dpet,1
rapegun,3
riely,2
havranek,3
crossman,2
pul,2
appraoched,2
pulledhis,2
evasive,4
raymone,2
kidnappingrapegun,2
confiscationarrestcleanup,4
conferwith,2
statment,8
presen,2
tly,2
huseein,2
flashed,1
currency,1
licensed,2
ltvalerie,1
rapevsdlcontraband,2
seizedkidnappingarrest,2
tucker,7
becks,7
badges,10
hyatt,1
tortured,1
deshazier,4
corine,1
additionally,13
outfit,2
aiiempt,2
purchases,2
raquel,2
trick,1
secretly,1
dial,4
gugliotta,1
cho,2
stem,1
videotaped,1
motorola,2
leopard,2
rapevsdlkidnappingcbsarrest,1
speculum,1
quatrice,1
truthful,3
inercourse,1
otherwise,2
inconclusive,3
prosecuteshawn,1
hse,1
pulld,1
mohamned,1
riaz,2
thevictim,1
ctrimeschild,1
wasnted,2
trowbridge,3
lefted,2
sells,3
sikora,2
regrut,3
anne,2
kidnappingrapecleanup,2
attp,5
beverages,11
avneue,2
elected,2
friendkarmella,1
feaster,1
haniff,2
perrys,13
rmsd,1
lauren,3
akita,1
retrieving,3
rapekidnappingsuspect,3
caseto,1
codishit,1
lefier,2
fro,2
frm,1
cotkidnappingrapearrestclean,1
cruz,5
min,5
sized,4
gtx,1
eb,8
handout,1
subjectnurse,1
glover,2
postal,16
fem,1
otto,1
dominique,6
abercrombie,2
ohlman,3
albercrombie,1
wiping,1
oug,1
conforter,1
mhuh,1
impositionarrestcleanup,1
childrennamed,1
demonstrated,2
motion,6
consistanct,1
suspose,1
happended,1
happend,2
sanf,2
anneintake,1
grussell,3
rpting,2
rcvd,3
apox,1
rerkoa,1
fo,5
rict,2
krol,1
disclosed,6
fredrick,13
mccall,3
chat,2
prestons,1
housens,1
wattse,11
suspectclean,3
sandusky,3
icle,1
ejaculatedd,1
joking,5
rea,1
lized,1
wedding,3
esculated,1
pantyhose,1
anis,1
pentrated,2
plugged,2
damtew,1
stayiing,1
alicia,1
alvarez,1
niece,9
dizzy,7
augmentin,1
mg,1
tab,1
inhaled,1
bathed,6
encompases,1
adjoined,2
major,2
owed,4
favor,2
officerv,1
cahill,6
completes,1
toxicology,1
employed,7
cable,5
mckay,2
shrit,1
tiffany,30
dumas,1
bursha,1
hulda,1
unitcsr,1
lps,6
sinclair,1
staton,1
wplpls,2
csr,7
tarina,1
suspectmale,5
tomaleorrow,3
jamel,1
siff,3
nowakowski,15
claim,5
sneaked,1
righs,2
certain,4
infomation,2
arrrest,1
seperately,1
harbor,1
undated,1
dispostion,2
walkedto,1
library,5
sport,1
utility,1
folders,2
fingernails,4
weraring,1
deep,6
reclining,1
afiacker,1
belly,3
victin,1
offand,1
benwood,1
atttempted,1
abduct,1
whrere,1
doctorholmes,1
vicitim,2
registerd,1
dushawn,1
lomax,2
prokopius,2
text,4
danger,3
dunst,1
shaheena,1
homework,1
ansus,1
genital,6
summons,1
rapearrestsupplement,1
hotz,13
kimble,5
lisws,1
brett,7
jamed,1
drolet,1
alcoholic,12
unwillingly,2
allending,1
jeff,8
dicknell,1
montjo,1
drafted,1
kimberly,60
barnettmills,3
assignmentsex,10
elderwood,2
frined,1
withred,1
pates,2
loomis,2
mys,5
rnfc,3
medina,9
christ,1
mcglothin,1
trina,1
pig,2
velvet,1
parted,2
christine,4
clothers,2
proc,1
essed,1
strongsville,8
dur,1
limitations,1
bueloh,1
kidnappingagg,4
robberyrapenamed,1
nod,1
oak,1
bagley,2
suggestion,4
staes,3
mock,1
sodomize,1
slam,4
sinister,1
grin,1
drained,1
numb,5
colleen,3
expired,2
csh,1
cashed,1
betty,2
boop,1
scrubs,1
levinson,1
christi,2
laipraire,1
roomalemaleate,1
dunlay,8
lumina,2
monarch,1
kidnapaggravated,1
robbrapenamed,1
regarded,1
vonda,1
cedric,7
blazer,7
maid,1
mayhave,2
stank,3
shotgun,8
letting,8
lightheaded,2
ohlegcch,1
dispositionunfounded,1
statesaugust,1
attackersthe,1
vehicleor,1
user,2
corsica,6
shelves,1
vase,3
flowers,3
dim,1
rug,3
toothbrushes,1
fairport,2
theatre,2
tickets,2
convention,1
tues,1
jamesgrandparents,1
conditioner,1
zapped,3
stun,3
bathwater,1
enters,2
weet,1
andline,1
gh,1
druing,1
adked,1
makebus,1
mtn,1
doublewest,1
martys,3
unseccessful,1
rennart,1
settanni,1
assaultabuse,1
pic,1
ked,2
statem,1
icked,1
kay,2
coast,1
correctio,1
jerlstorm,3
revi,1
ewed,1
apprehensive,2
concom,1
sender,3
easiest,1
graffiti,2
waht,3
max,4
worry,8
alleys,2
graffitti,1
birthmark,1
armed,3
thevictims,1
links,1
neoprc,2
wardens,1
inverview,1
ocnferred,1
interestied,1
issueddue,1
sequence,1
uncovered,1
quarles,5
jancsewski,1
utilities,1
instantly,1
motherfucker,3
died,1
notif,1
pershing,1
celeste,5
sb,3
wahra,1
req,7
uprape,1
egrms,1
comaleleted,1
femaleale,2
toyota,2
takie,1
hunt,15
explored,1
whitaker,3
rapeast,1
undercover,1
spoiled,1
coburn,1
misconduct,1
gulas,2
escatal,1
encouraging,2
burglaryunknown,1
withemergency,1
withphone,1
penetracted,1
coveyed,1
withdrive,2
withsiu,1
withsusan,1
vauge,1
disheveled,2
typist,2
benjamin,11
certifed,1
resolved,1
bello,9
yo,3
conversating,1
oo,1
vaginals,1
thengot,2
hspital,1
occurredbut,1
aggresive,1
vengence,1
chase,4
bullet,19
abovelisted,1
mangan,4
mussell,1
steal,2
catalytic,2
converter,2
whimpering,1
gunpoing,1
handcuffes,1
kapor,1
saneast,7
skrletts,1
robertson,4
zion,1
baptist,1
paperbags,1
berger,1
website,1
warchol,1
virginia,3
journal,2
entries,4
bellos,1
mvowellcityclevelandohus,1
pavlos,1
reimer,1
wadsworth,1
dia,18
midnight,11
flowerdale,1
ttok,1
dias,1
dian,1
anthonys,1
suv,4
peds,1
kitexam,1
concur,1
trobinson,2
cervnates,1
districtstation,1
sargeant,2
goolsby,3
douglasn,2
training,4
cervantes,1
dedo,2
surveyed,1
explorer,1
master,3
cylinder,3
severed,1
liquid,3
defects,1
column,3
exposures,23
displaying,3
malevmale,1
printstrace,1
scenes,3
reveiwed,3
complaintunfounded,4
alleges,1
iau,2
eldermere,2
lame,1
bunch,3
niggers,5
raised,8
throckly,1
thos,1
whoring,1
cargo,4
compartment,10
reestablished,1
burning,1
giveher,1
ide,1
naw,1
hazy,1
smirked,1
discomfort,1
relaxed,1
tshanks,8
aprile,1
romeo,1
surviellence,2
aprit,1
exceptiona,1
arrestnamed,3
lep,1
justine,1
spontaneously,2
daunch,1
desrived,1
maple,6
procesed,1
conferrred,2
hess,15
abeyancecrime,1
rapejuv,2
arrestcancel,1
vatasha,1
kirvel,5
involves,1
swestmccord,1
nealacres,1
stanwood,1
undeliverable,1
pertains,3
clough,4
unlessuntil,1
jody,9
yrsold,3
shayron,1
nelacrest,1
libby,2
officerallen,1
officersmith,1
evidnece,1
exp,4
reproting,1
areaof,1
ocurance,1
effect,9
jeffrey,24
wynn,6
dishes,3
thus,8
belliare,1
nature,5
hufile,1
mccue,1
eariler,1
med,2
wimberley,2
garrett,16
marathon,2
atwhich,1
fever,1
hoody,4
acneblemishes,1
rearko,1
connell,1
nasy,1
lipinski,1
hedberg,3
aswell,1
develop,4
mora,1
usldb,1
tequila,2
vince,2
elliott,2
thid,1
chelton,1
peterson,3
physicians,1
allision,1
motherreporting,1
reporitng,1
daughtervictim,6
honey,1
hename,1
backside,3
promises,1
weekends,1
weekend,11
newburgh,1
chiefs,1
noreen,3
unitchiefs,1
hilcrest,1
miridia,1
recievethe,1
creditable,8
personsuspect,1
britney,1
davidsonvictim,1
daibir,1
keathly,1
notarized,2
letterstatement,1
fiancerape,1
reading,6
rave,8
veronica,1
edna,3
rondel,2
andrea,22
wofficer,2
mccully,1
commander,2
drummond,1
hirst,1
wm,2
bandana,9
timme,1
conferreed,1
gibian,4
inteviewed,2
furlough,1
hollomanbm,1
bmdescribed,1
elaborate,2
wulu,1
kkehr,8
limousine,1
limo,7
exclaimed,1
stopr,1
brow,1
fairly,1
cmon,2
clinton,10
boomerang,1
antenna,1
clad,1
gucci,1
emblem,1
twenties,2
bachelor,1
describes,10
weighing,3
sen,1
schroeder,4
earrel,1
amounts,1
lint,1
scalp,2
ambrose,3
lanirr,1
spoken,5
assit,1
ic,1
dwi,1
foltjowup,1
elliot,3
davidson,5
victimin,1
knollwood,2
martha,5
yearsand,1
ice,4
cooperating,2
vestigation,1
domaleestic,6
violenceaggravated,2
burglaryrapenamaleed,1
exboyfriendfather,1
violenceaggburrapenamed,1
franko,1
conferrd,1
schilling,2
converstion,2
northeastern,1
grope,3
mdt,5
rapekidnappingns,1
rapekidnappingcancel,1
assiatant,1
unwillining,1
michale,4
taylorcm,2
obstained,2
shemo,2
headon,2
goggans,4
randolph,13
bulletin,1
bove,2
suspectvehicle,2
gmc,1
turquoise,1
malevehicle,1
mainte,1
nance,1
phillis,1
golsby,1
properties,1
mgr,2
pagecontacted,1
motherinlaw,1
hilda,1
responses,1
maintenance,2
barnes,4
clev,1
dillions,1
meed,1
zcs,3
harpter,1
smallsmith,1
matthews,3
extied,1
themale,2
secureloick,1
vehiclenot,1
linens,1
kidnappingrapens,1
nto,6
cannont,1
coperate,1
respect,1
lly,6
rapedrug,1
abusechild,1
endangeringnamed,2
labor,2
delivery,3
kroh,1
coersion,1
gino,1
unborn,1
painter,1
complications,1
pregnancy,4
ref,3
india,1
boyer,17
rapekidnappingdomstic,1
crest,1
salamone,1
leaseholder,2
enraged,2
roughly,1
explicit,1
orifices,1
gatorade,2
forearms,4
laskey,2
baechle,1
entrances,1
pirate,1
jeffries,1
krigil,1
marsillo,1
kidnappingrapejustice,1
stepsister,4
destiny,4
napping,2
alison,3
cricket,2
remergency,1
roomko,1
stoker,1
garments,8
esponse,1
chelsea,2
diamonds,3
delta,1
graygray,1
juan,5
allover,1
readallege,1
rapeliscplate,1
mentionno,1
investigae,1
quoted,1
servicing,1
liscence,1
vehile,1
thrackery,1
punced,1
thirdreport,1
cost,2
insufficent,1
schzophrenic,1
knifepoint,1
unknowhn,1
watchig,1
theyd,1
worse,3
robberyrapeexceptional,1
tuckahoe,2
iun,2
depaxote,2
lexapro,2
mendical,2
prescriptions,2
snioffed,2
surmised,2
nursehedberg,2
noshow,4
harrisel,1
manina,3
jalisha,8
tiffiny,4
tenisha,4
unbuttoning,6
jalishas,2
oil,7
poured,1
dvds,1
bothered,4
specifically,7
varied,1
scarred,1
stretch,1
bookroom,3
minorarrestclean,1
ho,2
appointmen,1
lozinak,4
delonte,1
dawson,3
hsi,2
denies,11
masterbedroom,1
leapord,1
passes,1
coma,2
kocet,1
priors,1
requet,1
wyman,2
titlerapearrestjuvenile,2
detailing,20
readrapearrest,1
sastes,1
stage,6
sasha,23
sashas,1
parms,1
subjct,1
blum,1
scharht,1
hutz,1
dryfield,1
repts,2
angels,2
american,2
urged,1
progressed,1
woozy,1
cursing,1
mistakenly,2
setting,1
flashbacks,1
delayed,4
fearful,3
markedtaggedentered,8
tyisha,1
retalitation,1
brpacast,1
greenawalt,1
content,4
milligram,1
commits,1
rapecit,1
ritsert,1
blossom,1
concert,2
island,2
marina,1
ouside,1
consumed,9
cabin,1
askewed,1
blackouts,1
treemont,1
future,2
supermarket,5
heck,1
fetal,1
rutan,1
tenesha,1
relocate,2
rico,7
agency,9
correctly,3
mustaches,2
stubble,1
ltcomplexed,1
complexed,1
wilbur,2
knowlton,1
everyday,1
jumpsuit,1
transportd,1
pittman,2
lthoke,1
dying,1
nielson,1
wainfleet,1
ame,2
jcammack,3
tothe,4
deceptive,1
halway,1
vehilce,1
staggered,3
alking,2
bulding,1
squad,4
slidesform,1
ziegler,1
drews,1
automaleobile,1
withmales,1
objected,2
jerks,1
rash,1
aquarium,1
andrew,2
gonzales,1
smaleiley,1
rohde,1
delmalear,1
eapen,1
deal,2
testifying,1
rapearrestpepper,2
spray,9
svoboda,6
pettis,7
deployed,1
burst,8
pepper,6
fan,5
contaminate,1
beitel,3
subdued,1
decontaminated,1
treted,1
ubienski,2
documentation,2
indoors,1
stream,1
effective,1
anticipated,1
titlerapearrestpepper,1
spraycleanup,1
sstated,1
benyoun,3
housewhen,1
beatrice,1
benyountold,1
darley,2
drinkingwatching,1
gordons,2
houseshe,1
statedwheres,1
bump,1
foreheadknocked,1
hervictim,1
downstairsand,1
hospitalwhere,1
doctorozanand,1
darleywhere,1
kerwin,1
victimupon,1
enteredrequest,1
cleanu,1
wimbley,1
moan,4
gott,1
physcial,1
aout,2
semanblood,2
hiv,3
abuser,1
shortcomings,1
abernathy,1
lsuch,1
fjorward,1
fingering,1
spanking,1
transaction,2
spring,3
rant,1
youngest,2
rawla,1
afiic,1
gefiing,2
darrow,1
patch,1
williamales,1
zdanski,1
ronald,18
smithronald,1
cnange,1
violencesuspect,2
borrow,2
massaging,1
kyle,2
burglarykidnappingrapetheftarrest,1
candy,6
revealing,3
bu,4
tackled,1
detaining,2
nauman,1
hyland,1
wrillen,1
solicited,2
agred,1
beign,1
sodomized,1
cucumbers,1
ccmhb,1
dilusional,1
reality,1
unrelated,7
kidnappingrapejuvenile,3
khala,1
madsen,1
modle,1
medwid,3
onscene,1
treatement,1
reeived,1
topick,1
burghman,1
consisting,3
taggart,1
rhotz,1
yah,1
peeing,1
pee,31
agreeing,1
asthma,4
wentworth,1
petit,1
cleran,1
assinged,2
leadsohlegdl,1
statedcertified,1
unsigned,1
neward,1
upfront,1
tiller,1
paternal,1
prearranged,1
louie,2
dudas,1
grandmothersouth,1
rps,1
uhhuh,1
injurytrauma,1
prochaska,1
dshaune,1
freedom,1
rested,3
reefer,1
refrig,1
lucknow,3
handicapps,1
violencerapens,1
wan,4
digging,1
backspine,1
undopull,1
applies,1
undoes,1
tightened,1
smiled,2
nb,1
tahir,2
wolford,2
advocist,1
takinginvest,1
notifiedcopy,1
rapedvarrest,2
bronson,2
holston,1
rapedv,2
withknew,1
frequented,1
keebo,1
seelocate,1
auntabove,1
baillis,2
impediment,1
contactedconferred,1
notifiedrequest,1
forgot,6
impairment,1
mcdaniels,4
braid,1
tohave,1
appearred,1
malecdaniels,1
bauhof,1
brightwood,1
haynesworth,1
isued,1
tommisaar,1
lsited,1
arrange,4
extreamly,1
addressing,1
options,2
resolution,2
decide,1
arik,1
fiels,1
cleanupclean,1
philips,1
marah,4
beads,2
pen,2
talks,3
jamaican,3
propertyevidence,1
packages,1
shiny,2
semiauto,1
meyer,9
luggage,1
maleetro,8
labels,1
madaline,1
perezs,1
label,2
thirties,1
panelling,1
forscheduled,1
boles,16
whitiker,1
chunk,1
meat,1
foundation,1
suspectsouth,1
arrestsouth,1
crumbs,6
duckworth,5
kinest,1
ove,2
mitchells,1
lea,1
rning,1
jovonna,1
offi,1
ce,3
arrant,1
established,1
beckley,1
referen,2
indicted,3
mitchel,1
prosecu,1
nolled,1
malecpike,1
puts,2
haves,1
loot,1
scraf,1
fam,1
unkperson,1
unperson,1
ecstasy,6
voices,7
capacity,3
evaulation,1
doc,1
daiber,2
gonzalez,1
robinsonconf,1
tara,1
pierece,1
mrdd,4
wrenee,1
bruno,1
rep,3
adlerman,1
belwo,1
mohter,1
shandra,1
ciara,1
frotn,1
fornt,1
brests,1
flet,1
afaraid,1
noeller,4
mooresdco,1
menser,1
roddy,2
daphnie,3
psgel,1
worrying,1
poo,1
hurried,1
honking,1
horn,6
touredunable,1
annen,1
wro,1
counselling,1
complaintant,1
rapejc,1
rapejcexceptional,1
sshe,1
usa,6
pulledup,4
quigley,2
ordred,1
tenable,1
clal,1
jamil,1
halltenable,1
ou,1
arrval,1
nonclalant,1
victimw,1
palte,1
revelased,1
bedroomfront,1
glanced,1
sighted,1
electrical,1
shocks,1
maleonths,1
ceased,2
rummaging,1
pulls,5
saysokay,1
kisses,2
smoker,1
guides,2
lays,2
ejaculates,1
freed,2
outmister,1
tone,5
realizes,1
receiver,4
seems,4
glimpse,1
hansel,1
exhaulted,1
tending,1
blackyard,1
version,6
hero,1
stabbed,3
unsnapped,2
balm,2
lubricant,4
unconsciousness,1
toyed,1
wthe,2
contemplating,1
assaultnfil,2
canvassed,1
sttaement,1
analyzed,3
fil,1
ltmichael,2
assaultarrestcleanup,2
vealing,1
thumbprint,1
proscecutor,1
sthat,1
elks,1
band,6
tgake,1
marka,1
archie,3
cound,1
semi,5
abraisions,1
brain,2
aged,2
bergeon,2
weingold,2
terrance,10
staetd,1
carnes,2
bubuch,1
sicu,1
hickel,1
critical,1
stacondition,1
vance,1
royce,1
maleccoy,1
idenity,2
stiil,1
enable,1
idenitified,1
giveing,1
news,2
doe,3
fullilove,2
blackbrown,3
streetill,1
surgical,1
intensive,1
bessie,1
delphine,1
hoods,2
mintues,2
ahve,1
feterle,1
responsesex,1
neighborinterview,1
tamika,8
bartter,2
figured,3
tamicka,4
disrobing,1
befier,1
victimtime,2
untucked,1
wwhere,1
epilepsy,1
gardner,1
lmonday,1
grays,5
built,4
tharp,1
residing,8
pemberton,1
grayson,5
arrestedon,2
prosecutorat,1
monk,13
sisterinlaw,1
lifile,1
peaches,3
inteviewee,1
oftens,1
gober,2
haynes,1
bore,1
leila,2
prape,1
castanzl,1
investigationigation,1
investigationagative,1
maledate,2
swing,3
didnot,2
bowen,1
mccracken,3
atmale,3
sexy,3
lhr,2
geeterboyfriendverified,2
thirty,3
geeter,2
bickel,2
lobin,2
honda,4
mazda,4
grayblue,2
kiddrapenfil,2
mondale,1
artis,2
sstatement,1
esulted,1
swabbed,2
reufused,1
officerofficer,1
